,page_number,sentence_chunk,chunk_char_count,chunk_word_count,chunk_token_count,file_name
528,182,"adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf:The latent state can be modeled differently depending on the avail- able data, metrics of interest, and general understanding of the domain. We use a standard model that illustrates how the latent states can be de- ﬁned as functions of the observed data and how metrics like uplift can be derived from the states [Heckerman and Shachter, 1995; Chickering and Pearl, 1996]. From a campaign efﬁciency standpoint, we are interested mainly in two properties of the user: compliance with the advertising method (ability or inability to win a bid) and response to the advertisement (converted or not). These properties correspond to the probabilities Prpa | z, sq and Prpy | a, sq discussed above and can be considered as the user’s internal state that systematically inﬂuences the outcomes obtained for the user. We can enumerate the possible states separately for compliance and response and specify a condition for each state that indicates whether the state is possible for the observed tuple pz, a, yq or not.",1008,166,252.0,adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf
529,182,"adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf:The set of possible user states is a Cartesian product of the compliance and response behaviors, which gives us a 16-element",124,21,31.0,adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf
530,183,"adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf:168 promotions and advertisements Compliance Condition Description C1 a “ 0 User can never see the ad C2 a “ z User sees the ad every time we bid and only if we bid C3 a ‰ z User sees the ad if and only if we do not bid C4 a “ 1 User always sees the ad Table 3.10: User compliance states and conditions. States C3 and C4 should never be the case in the scenario that we consider, but they can occur in other environments such as omni-channel advertising. Response Condition Description R1 y “ 0 User never converts R2 y “ a User converts only after impression R3 y ‰ a User converts only without impression R4 y “ 1 User always converts Table 3.11: User response states and conditions.set ts1, . . . ,s16u, in which si iterates through all pairs ` Cp, Rq ˘ of compliance and response behaviors listed in tables 3.10 and 3.11: S P ts1, . . . ,",842,168,210.5,adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf
531,183,"adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf:s16u sp`4pq´1q “ ` Cp, Rq ˘ , 1 ď p, q ď 4 (3.85) Consequently, the random variable S is a 16-state random variable drawn from the set of 16 possible states. We directly observe binary tuples ` zj, aj, yj˘ for each user j, but user states sj are never observed directly. However, if we infer the state, it is possible to evaluate potential metrics of interest, such as uplift, based on the inferred states. More speciﬁcally, we are interested not in the individual user states but in a vector of state shares µ “ pµ1, . . . ,µ16q (3.86) in which each share µi is the ratio between the number of users in the corresponding state si and the total number of observed users.",670,128,167.5,adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf
532,183,"adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf:The metrics can then be deﬁned as functions of µ. For example, the uplift Lpµq can be deﬁned as the ratio between the sum of the four µi values that correspond to states with the R2 response component (and any",209,40,52.25,adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf
533,184,"adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf:3.9 measuring the effectiveness 169 compliance component) and the sum of another four µi values that correspond to the states with the R3 response component. It is possible, however, to deﬁne different functions of µ to answer other questions.3.9.2.2 Simulation By assuming the model speciﬁed above, we can express the credible interval of the metric Lpµq via the posterior distribution of the random vector µ: Prpa ă Lpµq ă bq “ ż aăLpµqăb Lpµq ¨ ppµ | dataqdµ (3.87) in which data represents all observed tuples ` zj, aj, yj˘ . Let us denote the vector of user states as s “ ´ s1, . . . ,sm¯ (3.88) in which m is the number of observed users.",644,118,161.0,adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf
534,184,"adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf:The distribution of the state shares µ can then be considered as a random function of user states s, which, in turn, are also random variables that are not observed but are probabilistically inferred from the data. Consequently, we have to consider the joint distribution of 16 variables in µ and m variables in s: Prpa ă Lpµq ă bq “ ż aăLpµqăb Lpµq ¨ ppµ, s | dataqdµds (3.89) The simulation approach requires the distribution ppµ, s | dataq to be estimated based on the observed data, so we will be able to draw vectors µ from this distribution. Once the vectors are generated, it is possible to calculate samples Lpµq and estimate their distribution. The question we have to answer now is how to draw samples from the distribution ppµ, s | dataq for the sake of the simulation. We do not know the functional form of the distribution, but statistical methods do exist that can help us with generating samples from the distribution without specifying it explicitly.",966,170,241.5,adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf
535,184,"adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf:Gibbs sampling is a widely used method of drawing samples from a multivariate distribution [Geman and Geman, 1984]. Let us assume that we need to draw samples from a multivariate distribution ppx1, . . . ,xnq. The Gibbs sampler exploits the fact that this multivariate distribution can be split into n conditional distributions ppxi | x1, . . . ,xi´1, xi`1, . . . ,",365,65,91.25,adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf
536,185,"adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf:170 promotions and advertisements It can be the case that we cannot sample points directly from the mul- tivariate distribution, but sampling from the conditional distribution is possible. The idea in Gibbs sampling is that, rather than probabilis- tically picking all n variables at once, we can pick one variable at a time with the remaining variables ﬁxed to their current values. In other words, each variable is sampled from its conditional distribution with the remaining variables ﬁxed: xi „ ppxi | x1, . . . ,xi´1, xi`1, . . . ,xnq, 1 ď i ď n (3.91) This is an iterative algorithm that repeatedly draws samples from the conditional distributions by substituting previously generated samples into the conditions.",719,119,179.75,adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf
537,185,"adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf:For example, consider the basic case of two vari- ables x1 and x2. The variables are ﬁrst initialized to some values that can be sampled from the prior distribution and are then updated at each iteration i according to the following rules: xpiq 1 „ ppx1 | xpi´1q 2 q xpiq 2 „ ppx2 | xpi´1q 1 q (3.92) This process may need a certain number of iterations to converge, and then it starts to produce points that follow the distribution ppx1, x2q. This method is very powerful in practice because the conditional dis- tributions are often much easier to specify than the joint distribution of interest. A generic version of the Gibbs sampler is provided in algo- rithm 3.1. Initialize ´ xp0q 1 , . . . ,",699,129,174.75,adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf
538,185,"adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf:xp0q n ¯ from the prior distribution for iteration i “ 1, 2, . . .do draw xpiq 1 „ p ´ x1 ˇˇ xpi´1q 2 , xpi´1q 3 , . . . ,xpi´1q n ¯ draw xpiq 2 „ p ´ x2 ˇˇ xpiq 1 , xpi´1q 3 , . . . ,xpi´1q n ¯ . . .draw xpiq n „ p ´ xn ˇˇ xpiq 1 , xpiq 2 , . . . ,",249,76,62.25,adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf
